year,region,residence,metric,unit,value
2025,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,40.0
2025,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,42.0
2025,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,2.0
2025,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,4.0
2025,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,1.0
2025,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Popularity | Others,%,3.0
2025,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,48.0
2025,SOUTHEAST ASIA,Philippines,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,12.0
2025,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,14.0
2025,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,12.0
2025,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,6.0
2025,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,5.0
2025,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,1.0
2025,SOUTHEAST ASIA,Philippines,Shopping Items Purchased in terms of Amount spent | Others,%,3.0
2025,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,43.0
2025,SOUTHEAST ASIA,Thailand,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,19.0
2025,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,43.0
2025,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,32.0
2025,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,1.0
2025,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,5.0
2025,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,1.0
2025,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Popularity | Others,%,3.0
2025,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,51.0
2025,SOUTHEAST ASIA,Thailand,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,13.0
2025,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,17.0
2025,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,11.0
2025,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,1.0
2025,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,5.0
2025,SOUTHEAST ASIA,Thailand,Shopping Items Purchased in terms of Amount spent | Others,%,2.0
2025,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,35.0
2025,SOUTHEAST ASIA,Vietnam,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,25.0
2025,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,44.0
2025,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,28.0
2025,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,2.0
2025,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,3.0
2025,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Popularity | Others,%,6.0
2025,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,42.0
2025,SOUTHEAST ASIA,Vietnam,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,22.0
2025,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,11.0
2025,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,8.0
2025,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,11.0
2025,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,2.0
2025,SOUTHEAST ASIA,Vietnam,Shopping Items Purchased in terms of Amount spent | Others,%,4.0
2025,GREATER CHINA,China,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,26.0
2025,GREATER CHINA,China,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,30.0
2025,GREATER CHINA,China,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,51.0
2025,GREATER CHINA,China,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,28.0
2025,GREATER CHINA,China,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,2.0
2025,GREATER CHINA,China,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,3.0
2025,GREATER CHINA,China,Shopping Items Purchased in terms of Popularity | Others,%,6.0
2025,GREATER CHINA,China,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,39.0
2025,GREATER CHINA,China,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,20.0
2025,GREATER CHINA,China,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,17.0
2025,GREATER CHINA,China,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,9.0
2025,GREATER CHINA,China,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,6.0
2025,GREATER CHINA,China,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,4.0
2025,GREATER CHINA,China,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,1.0
2025,GREATER CHINA,China,Shopping Items Purchased in terms of Amount spent | Others,%,4.0
2025,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,26.0
2025,GREATER CHINA,Hong Kong SAR,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,13.0
2025,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,67.0
2025,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,30.0
2025,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,1.0
2025,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,3.0
2025,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Popularity | Others,%,5.0
2025,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,30.0
2025,GREATER CHINA,Hong Kong SAR,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,11.0
2025,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,37.0
2025,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,12.0
2025,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,1.0
2025,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,2.0
2025,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,1.0
2025,GREATER CHINA,Hong Kong SAR,Shopping Items Purchased in terms of Amount spent | Others,%,6.0
2025,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,29.0
2025,GREATER CHINA,Taiwan,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,15.0
2025,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,63.0
2025,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,28.0
2025,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,3.0
2025,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Popularity | Others,%,1.0
2025,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,35.0
2025,GREATER CHINA,Taiwan,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,13.0
2025,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,34.0
2025,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,14.0
2025,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,1.0
2025,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,2.0
2025,GREATER CHINA,Taiwan,Shopping Items Purchased in terms of Amount spent | Others,%,1.0
2025,NORTH ASIA,Japan,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,24.0
2025,NORTH ASIA,Japan,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,11.0
2025,NORTH ASIA,Japan,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,53.0
2025,NORTH ASIA,Japan,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,41.0
2025,NORTH ASIA,Japan,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,1.0
2025,NORTH ASIA,Japan,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,1.0
2025,NORTH ASIA,Japan,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,1.0
2025,NORTH ASIA,Japan,Shopping Items Purchased in terms of Popularity | Others,%,5.0
2025,NORTH ASIA,Japan,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,25.0
2025,NORTH ASIA,Japan,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,9.0
2025,NORTH ASIA,Japan,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,32.0
2025,NORTH ASIA,Japan,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,22.0
2025,NORTH ASIA,Japan,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,2.0
2025,NORTH ASIA,Japan,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,4.0
2025,NORTH ASIA,Japan,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,2.0
2025,NORTH ASIA,Japan,Shopping Items Purchased in terms of Amount spent | Others,%,5.0
2025,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,35.0
2025,NORTH ASIA,South Korea,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,11.0
2025,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,61.0
2025,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,32.0
2025,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,2.0
2025,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,1.0
2025,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Popularity | Others,%,8.0
2025,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,39.0
2025,NORTH ASIA,South Korea,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,7.0
2025,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,30.0
2025,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,15.0
2025,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,3.0
2025,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,1.0
2025,NORTH ASIA,South Korea,Shopping Items Purchased in terms of Amount spent | Others,%,6.0
2025,SOUTH ASIA,India,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,45.0
2025,SOUTH ASIA,India,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,17.0
2025,SOUTH ASIA,India,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,43.0
2025,SOUTH ASIA,India,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,41.0
2025,SOUTH ASIA,India,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,3.0
2025,SOUTH ASIA,India,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,5.0
2025,SOUTH ASIA,India,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,3.0
2025,SOUTH ASIA,India,Shopping Items Purchased in terms of Popularity | Others,%,10.0
2025,SOUTH ASIA,India,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,36.0
2025,SOUTH ASIA,India,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,8.0
2025,SOUTH ASIA,India,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,14.0
2025,SOUTH ASIA,India,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,11.0
2025,SOUTH ASIA,India,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,11.0
2025,SOUTH ASIA,India,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,12.0
2025,SOUTH ASIA,India,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,2.0
2025,SOUTH ASIA,India,Shopping Items Purchased in terms of Amount spent | Others,%,5.0
2025,EUROPE,France,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,42.0
2025,EUROPE,France,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,13.0
2025,EUROPE,France,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,16.0
2025,EUROPE,France,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,50.0
2025,EUROPE,France,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,2.0
2025,EUROPE,France,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,5.0
2025,EUROPE,France,Shopping Items Purchased in terms of Popularity | Others,%,6.0
2025,EUROPE,France,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,40.0
2025,EUROPE,France,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,11.0
2025,EUROPE,France,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,8.0
2025,EUROPE,France,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,20.0
2025,EUROPE,France,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,1.0
2025,EUROPE,France,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,16.0
2025,EUROPE,France,Shopping Items Purchased in terms of Amount spent | Others,%,4.0
2025,EUROPE,Germany,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,42.0
2025,EUROPE,Germany,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,7.0
2025,EUROPE,Germany,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,22.0
2025,EUROPE,Germany,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,48.0
2025,EUROPE,Germany,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,4.0
2025,EUROPE,Germany,Shopping Items Purchased in terms of Popularity | Others,%,3.0
2025,EUROPE,Germany,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,51.0
2025,EUROPE,Germany,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,7.0
2025,EUROPE,Germany,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,10.0
2025,EUROPE,Germany,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,27.0
2025,EUROPE,Germany,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,4.0
2025,EUROPE,Germany,Shopping Items Purchased in terms of Amount spent | Others,%,1.0
2025,EUROPE,Italy,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,30.0
2025,EUROPE,Italy,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,9.0
2025,EUROPE,Italy,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,9.0
2025,EUROPE,Italy,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,70.0
2025,EUROPE,Italy,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,1.0
2025,EUROPE,Italy,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,2.0
2025,EUROPE,Italy,Shopping Items Purchased in terms of Popularity | Others,%,5.0
2025,EUROPE,Italy,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,60.0
2025,EUROPE,Italy,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,6.0
2025,EUROPE,Italy,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,4.0
2025,EUROPE,Italy,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,24.0
2025,EUROPE,Italy,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,2.0
2025,EUROPE,Italy,Shopping Items Purchased in terms of Amount spent | Others,%,3.0
2025,EUROPE,Netherlands,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,55.0
